session_id,wall_time,frame_n,elapsed_ms,scenario_id,scenario_desc,exp_n_targets,exp_obstacle,exp_obstacle_mm,exp_range_m,exp_angle_deg,target_id,r_m,x_m,y_m,angle_deg,speed_m_s,event_marker
20f7631e,2026-05-02T23:20:56.671,2679,14203,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.5224,-0.228,0.47,-25.878,0.0,
20f7631e,2026-05-02T23:20:56.838,2680,14370,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.5183,-0.231,0.464,-26.466,0.0,
20f7631e,2026-05-02T23:20:56.872,2681,14404,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.5045,-0.232,0.448,-27.378,0.0,
20f7631e,2026-05-02T23:20:57.017,2682,14549,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4978,-0.221,0.446,-26.359,0.0,
20f7631e,2026-05-02T23:20:57.066,2683,14598,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4929,-0.216,0.443,-25.993,0.0,
20f7631e,2026-05-02T23:20:57.168,2685,14700,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4867,-0.206,0.441,-25.038,0.0,
20f7631e,2026-05-02T23:20:57.333,2686,14865,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4872,-0.205,0.442,-24.882,0.0,
20f7631e,2026-05-02T23:20:57.371,2687,14903,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4864,-0.203,0.442,-24.668,0.0,
20f7631e,2026-05-02T23:20:57.488,2688,15020,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4806,-0.2,0.437,-24.592,0.0,
20f7631e,2026-05-02T23:20:57.607,2689,15139,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4793,-0.199,0.436,-24.533,0.0,MARK
20f7631e,2026-05-02T23:20:57.688,2690,15220,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4784,-0.197,0.436,-24.315,0.0,
20f7631e,2026-05-02T23:20:57.766,2691,15298,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4733,-0.191,0.433,-23.803,0.0,
20f7631e,2026-05-02T23:20:57.866,2692,15398,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4677,-0.184,0.43,-23.166,0.0,
20f7631e,2026-05-02T23:20:57.967,2694,15499,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4669,-0.182,0.43,-22.941,0.0,
20f7631e,2026-05-02T23:20:58.094,2695,15626,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4675,-0.181,0.431,-22.78,0.0,
20f7631e,2026-05-02T23:20:58.196,2696,15728,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.468,-0.18,0.432,-22.62,0.0,
20f7631e,2026-05-02T23:20:58.291,2697,15823,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4682,-0.178,0.433,-22.347,0.0,
20f7631e,2026-05-02T23:20:58.386,2698,15918,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4667,-0.179,0.431,-22.554,0.0,
20f7631e,2026-05-02T23:20:58.472,2699,16004,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4693,-0.181,0.433,-22.686,0.0,
20f7631e,2026-05-02T23:20:58.567,2700,16099,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.471,-0.183,0.434,-22.863,0.0,
20f7631e,2026-05-02T23:20:58.666,2701,16198,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.471,-0.183,0.434,-22.863,0.0,
20f7631e,2026-05-02T23:20:58.766,2703,16298,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4748,-0.197,0.432,-24.514,0.0,
20f7631e,2026-05-02T23:20:58.879,2704,16411,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4782,-0.203,0.433,-25.118,0.0,
20f7631e,2026-05-02T23:20:58.982,2705,16514,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4822,-0.206,0.436,-25.29,0.0,
20f7631e,2026-05-02T23:20:59.068,2706,16600,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4849,-0.206,0.439,-25.138,0.0,
20f7631e,2026-05-02T23:20:59.166,2707,16698,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4872,-0.205,0.442,-24.882,0.0,
20f7631e,2026-05-02T23:20:59.281,2708,16813,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4865,-0.201,0.443,-24.405,0.0,
20f7631e,2026-05-02T23:20:59.384,2709,16916,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.487,-0.2,0.444,-24.249,0.0,
20f7631e,2026-05-02T23:20:59.469,2710,17001,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.487,-0.2,0.444,-24.249,0.0,
20f7631e,2026-05-02T23:20:59.566,2712,17098,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4909,-0.203,0.447,-24.425,0.0,
20f7631e,2026-05-02T23:20:59.680,2713,17212,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4909,-0.203,0.447,-24.425,0.0,
20f7631e,2026-05-02T23:20:59.766,2714,17298,static_2m_normal,Стационарная цель на 2 м по нормали,1,none,0,2.0,0.0,P2,0.4909,-0.203,0.447,-24.425,0.0,
20f7631e,2026-05-02T23:20:59.870,2715,17402,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P2,0.4909,-0.203,0.447,-24.425,0.0,SCENARIO_START
20f7631e,2026-05-02T23:20:59.976,2716,17508,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P2,0.4909,-0.203,0.447,-24.425,0.0,
20f7631e,2026-05-02T23:21:00.067,2717,17599,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P2,0.4909,-0.203,0.447,-24.425,0.0,
20f7631e,2026-05-02T23:21:00.184,2718,17716,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P2,0.4909,-0.203,0.447,-24.425,0.0,
20f7631e,2026-05-02T23:21:00.267,2719,17799,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,,,,,,,
20f7631e,2026-05-02T23:21:00.386,2721,17918,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,,,,,,,
20f7631e,2026-05-02T23:21:00.466,2722,17998,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,,,,,,,
20f7631e,2026-05-02T23:21:00.574,2723,18106,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,,,,,,,
20f7631e,2026-05-02T23:21:00.688,2724,18220,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.4854,-0.207,0.439,-25.245,0.0,
20f7631e,2026-05-02T23:21:00.768,2725,18300,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.4808,-0.207,0.434,-25.499,0.0,
20f7631e,2026-05-02T23:21:00.882,2726,18414,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.4756,-0.199,0.432,-24.733,0.0,
20f7631e,2026-05-02T23:21:00.966,2727,18498,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.474,-0.186,0.436,-23.103,0.0,
20f7631e,2026-05-02T23:21:01.076,2728,18608,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.4691,-0.168,0.438,-20.985,0.0,
20f7631e,2026-05-02T23:21:01.166,2730,18698,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.4071,-0.05,0.404,-7.055,0.0,
20f7631e,2026-05-02T23:21:01.275,2731,18807,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.3954,0.052,0.392,7.556,0.0,
20f7631e,2026-05-02T23:21:01.365,2732,18897,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.407,0.049,0.404,6.915,0.0,
20f7631e,2026-05-02T23:21:01.480,2733,19012,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.415,0.0,0.415,0.0,0.0,
20f7631e,2026-05-02T23:21:01.567,2734,19099,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.4261,-0.051,0.423,-6.875,0.0,
20f7631e,2026-05-02T23:21:01.686,2735,19218,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.4451,-0.107,0.432,-13.911,0.0,
20f7631e,2026-05-02T23:21:01.766,2736,19298,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.4693,-0.149,0.445,-18.512,0.0,
20f7631e,2026-05-02T23:21:01.872,2737,19404,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.4814,-0.163,0.453,-19.79,0.0,
20f7631e,2026-05-02T23:21:01.968,2739,19500,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5111,-0.181,0.478,-20.74,0.0,
20f7631e,2026-05-02T23:21:02.090,2740,19622,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5137,-0.175,0.483,-19.916,0.0,
20f7631e,2026-05-02T23:21:02.167,2741,19699,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5175,-0.175,0.487,-19.766,0.0,
20f7631e,2026-05-02T23:21:02.277,2742,19809,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5284,-0.185,0.495,-20.493,0.0,
20f7631e,2026-05-02T23:21:02.367,2743,19899,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5382,-0.204,0.498,-22.276,0.0,
20f7631e,2026-05-02T23:21:02.489,2744,20021,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5449,-0.232,0.493,-25.201,0.0,
20f7631e,2026-05-02T23:21:02.566,2745,20098,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.553,-0.293,0.469,-31.994,0.0,
20f7631e,2026-05-02T23:21:02.678,2746,20210,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5632,-0.34,0.449,-37.134,0.0,
20f7631e,2026-05-02T23:21:02.767,2748,20299,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5749,-0.37,0.44,-40.061,0.0,
20f7631e,2026-05-02T23:21:02.875,2749,20407,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5675,-0.356,0.442,-38.849,0.0,
20f7631e,2026-05-02T23:21:02.968,2750,20500,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5626,-0.348,0.442,-38.214,0.0,
20f7631e,2026-05-02T23:21:03.075,2751,20607,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5603,-0.343,0.443,-37.749,0.0,
20f7631e,2026-05-02T23:21:03.167,2752,20699,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5532,-0.334,0.441,-37.139,0.0,
20f7631e,2026-05-02T23:21:03.275,2753,20807,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5481,-0.32,0.445,-35.72,0.0,
20f7631e,2026-05-02T23:21:03.377,2754,20909,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5473,-0.31,0.451,-34.503,0.0,
20f7631e,2026-05-02T23:21:03.466,2755,20997,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5442,-0.297,0.456,-33.077,0.0,
20f7631e,2026-05-02T23:21:03.581,2757,21113,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5373,-0.289,0.453,-32.537,0.0,
20f7631e,2026-05-02T23:21:03.666,2758,21198,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5325,-0.291,0.446,-33.123,0.0,
20f7631e,2026-05-02T23:21:03.787,2759,21318,static_2m_left30,Стационарная цель на 2 м под углом -30°,1,none,0,2.0,-30.0,P3,0.5239,-0.295,0.433,-34.266,0.0,
20f7631e,2026-05-02T23:21:03.867,2760,21398,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.4917,-0.254,0.421,-31.104,0.0,SCENARIO_START
20f7631e,2026-05-02T23:21:03.990,2761,21522,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.4269,-0.157,0.397,-21.577,-0.08,
20f7631e,2026-05-02T23:21:04.067,2762,21599,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.3864,-0.051,0.383,-7.585,-0.08,
20f7631e,2026-05-02T23:21:04.176,2763,21708,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.3474,0.017,0.347,2.805,0.0,
20f7631e,2026-05-02T23:21:04.274,2764,21806,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.3433,0.075,0.335,12.619,0.0,
20f7631e,2026-05-02T23:21:04.366,2765,21898,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.3627,0.112,0.345,17.985,0.0,
20f7631e,2026-05-02T23:21:04.468,2767,22000,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.3821,0.113,0.365,17.202,0.0,
20f7631e,2026-05-02T23:21:04.566,2768,22098,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.3887,0.106,0.374,15.824,0.0,
20f7631e,2026-05-02T23:21:04.668,2769,22200,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.4094,0.087,0.4,12.271,0.0,
20f7631e,2026-05-02T23:21:04.765,2770,22297,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.4461,0.06,0.442,7.73,0.0,
20f7631e,2026-05-02T23:21:04.870,2771,22401,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.4823,0.035,0.481,4.162,0.0,
20f7631e,2026-05-02T23:21:04.970,2772,22502,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5037,0.026,0.503,2.959,0.0,
20f7631e,2026-05-02T23:21:05.065,2773,22597,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5076,0.025,0.507,2.823,0.0,
20f7631e,2026-05-02T23:21:05.177,2774,22709,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5096,0.024,0.509,2.7,0.0,
20f7631e,2026-05-02T23:21:05.266,2776,22797,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5172,0.015,0.517,1.662,0.0,
20f7631e,2026-05-02T23:21:05.376,2777,22908,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5231,0.009,0.523,0.986,0.0,
20f7631e,2026-05-02T23:21:05.465,2778,22997,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.531,0.005,0.531,0.539,0.0,
20f7631e,2026-05-02T23:21:05.568,2779,23100,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.538,0.005,0.538,0.532,0.0,
20f7631e,2026-05-02T23:21:05.675,2780,23207,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5391,0.01,0.539,1.063,0.0,
20f7631e,2026-05-02T23:21:05.766,2781,23298,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5382,0.013,0.538,1.384,0.0,
20f7631e,2026-05-02T23:21:05.883,2782,23415,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5354,0.02,0.535,2.141,0.0,
20f7631e,2026-05-02T23:21:05.965,2783,23497,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.533,0.032,0.532,3.442,0.0,
20f7631e,2026-05-02T23:21:06.068,2785,23600,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5352,0.058,0.532,6.222,0.0,
20f7631e,2026-05-02T23:21:06.187,2786,23719,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5344,0.06,0.531,6.447,0.0,
20f7631e,2026-05-02T23:21:06.267,2787,23799,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.535,0.057,0.532,6.116,0.0,
20f7631e,2026-05-02T23:21:06.378,2788,23910,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5311,0.047,0.529,5.077,0.0,
20f7631e,2026-05-02T23:21:06.467,2789,23999,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5101,0.01,0.51,1.123,0.0,
20f7631e,2026-05-02T23:21:06.584,2790,24116,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5009,-0.03,0.5,-3.434,0.0,
20f7631e,2026-05-02T23:21:06.667,2791,24199,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.507,-0.078,0.501,-8.849,0.0,
20f7631e,2026-05-02T23:21:06.786,2792,24318,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5049,-0.109,0.493,-12.467,0.0,
20f7631e,2026-05-02T23:21:06.867,2794,24399,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5106,-0.133,0.493,-15.098,0.0,
20f7631e,2026-05-02T23:21:06.978,2795,24510,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5102,-0.135,0.492,-15.344,0.0,
20f7631e,2026-05-02T23:21:07.077,2796,24609,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5084,-0.12,0.494,-13.654,0.0,
20f7631e,2026-05-02T23:21:07.166,2797,24698,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5092,-0.115,0.496,-13.054,0.0,
20f7631e,2026-05-02T23:21:07.278,2798,24810,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5087,-0.113,0.496,-12.834,0.0,
20f7631e,2026-05-02T23:21:07.368,2799,24900,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5077,-0.113,0.495,-12.859,0.0,
20f7631e,2026-05-02T23:21:07.479,2800,25011,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5065,-0.116,0.493,-13.241,0.0,
20f7631e,2026-05-02T23:21:07.566,2801,25098,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5055,-0.12,0.491,-13.734,0.0,
20f7631e,2026-05-02T23:21:07.693,2803,25225,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5064,-0.128,0.49,-14.64,0.0,
20f7631e,2026-05-02T23:21:07.784,2804,25316,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.506,-0.13,0.489,-14.888,0.0,
20f7631e,2026-05-02T23:21:07.876,2805,25408,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5062,-0.131,0.489,-14.997,0.0,
20f7631e,2026-05-02T23:21:07.978,2806,25510,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5072,-0.131,0.49,-14.968,0.0,
20f7631e,2026-05-02T23:21:08.067,2807,25599,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5077,-0.129,0.491,-14.721,0.0,
20f7631e,2026-05-02T23:21:08.166,2808,25698,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.504,-0.122,0.489,-14.009,0.0,
20f7631e,2026-05-02T23:21:08.274,2809,25806,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.4999,-0.117,0.486,-13.536,0.0,MARK
20f7631e,2026-05-02T23:21:08.366,2810,25898,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.4982,-0.118,0.484,-13.702,0.0,
20f7631e,2026-05-02T23:21:08.490,2812,26022,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.4996,-0.124,0.484,-14.37,0.0,
20f7631e,2026-05-02T23:21:08.610,2813,26142,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5008,-0.125,0.485,-14.452,0.0,
20f7631e,2026-05-02T23:21:08.666,2814,26198,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5014,-0.127,0.485,-14.674,0.0,
20f7631e,2026-05-02T23:21:08.766,2815,26298,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5016,-0.128,0.485,-14.784,0.0,
20f7631e,2026-05-02T23:21:08.868,2816,26400,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.5006,-0.128,0.484,-14.813,0.0,
20f7631e,2026-05-02T23:21:08.967,2817,26499,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.4985,-0.127,0.482,-14.761,0.0,
20f7631e,2026-05-02T23:21:09.068,2818,26599,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.497,-0.125,0.481,-14.568,0.0,
20f7631e,2026-05-02T23:21:09.171,2819,26703,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.497,-0.125,0.481,-14.568,0.0,
20f7631e,2026-05-02T23:21:09.279,2821,26810,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.497,-0.125,0.481,-14.568,0.0,
20f7631e,2026-05-02T23:21:09.396,2822,26928,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.497,-0.125,0.481,-14.568,0.0,
20f7631e,2026-05-02T23:21:09.501,2823,27032,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.497,-0.125,0.481,-14.568,0.0,
20f7631e,2026-05-02T23:21:09.599,2824,27131,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.497,-0.125,0.481,-14.568,0.0,
20f7631e,2026-05-02T23:21:09.690,2825,27221,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.497,-0.125,0.481,-14.568,0.0,
20f7631e,2026-05-02T23:21:09.767,2826,27298,static_2m_right30,Стационарная цель на 2 м под углом +30°,1,none,0,2.0,30.0,P3,0.497,-0.125,0.481,-14.568,0.0,
